date,city,price,state
2002-11-01,IL-Chicago,125.38,IL
2002-11-01,MA-Boston,148.33,MA
2002-11-01,MI-Detroit,116.1,MI
2002-11-01,MN-Minneapolis,137.2,MN
2002-11-01,NC-Charlotte,107.23,NC
2002-11-01,NV-Las Vegas,120.93,NV
2002-11-01,NY-New York,143.29,NY
2002-11-01,OH-Cleveland,109.65,OH
2002-11-01,OR-Portland,113.09,OR
2002-11-01,TX-Dallas,113.8,TX
2002-11-01,WA-Seattle,115.8,WA
2002-11-01,Composite-10,141.26,Composite
2002-11-01,Composite-20,134.4,Composite
2002-11-01,National-US,126.64,National
2002-12-01,AZ-Phoenix,116.7,AZ
2002-12-01,CA-Los Angeles,143.26,CA
2002-12-01,CA-San Diego,154.43,CA
2002-12-01,CA-San Francisco,142.4,CA
2002-12-01,CO-Denver,125.41,CO
2002-12-01,DC-Washington,144.96,DC
2002-12-01,FL-Miami,141.98,FL
2002-12-01,FL-Tampa,132.18,FL
2002-12-01,GA-Atlanta,114.9,GA
2002-12-01,IL-Chicago,126.27,IL
2002-12-01,MA-Boston,147.28,MA
2002-12-01,MI-Detroit,115.9,MI
2002-12-01,MN-Minneapolis,138.5,MN
2002-12-01,NC-Charlotte,107.18,NC
2002-12-01,NV-Las Vegas,121.73,NV
2002-12-01,NY-New York,145.2,NY
2002-12-01,OH-Cleveland,109.98,OH
2002-12-01,OR-Portland,113.51,OR
2002-12-01,TX-Dallas,113.8,TX
2002-12-01,WA-Seattle,116.1,WA
2002-12-01,Composite-10,142.18,Composite
2002-12-01,Composite-20,135.1,Composite
2002-12-01,National-US,127.15,National
2003-01-01,AZ-Phoenix,117.1,AZ
2003-01-01,CA-Los Angeles,144.27,CA
2003-01-01,CA-San Diego,155.4,CA
2003-01-01,CA-San Francisco,141.9,CA
2003-01-01,CO-Denver,124.81,CO
2003-01-01,DC-Washington,145.19,DC
2003-01-01,FL-Miami,143.78,FL
2003-01-01,FL-Tampa,133.22,FL
2003-01-01,GA-Atlanta,115.1,GA
2003-01-01,IL-Chicago,126.77,IL
2003-01-01,MA-Boston,146.79,MA
2003-01-01,MI-Detroit,115.5,MI
2003-01-01,MN-Minneapolis,138.5,MN
2003-01-01,NC-Charlotte,107.68,NC
2003-01-01,NV-Las Vegas,121.94,NV
2003-01-01,NY-New York,146.55,NY
2003-01-01,OH-Cleveland,110.15,OH
2003-01-01,OR-Portland,113.69,OR
2003-01-01,TX-Dallas,113.8,TX
2003-01-01,WA-Seattle,115.8,WA
2003-01-01,Composite-10,142.86,Composite
2003-01-01,Composite-20,135.6,Composite
2003-01-01,National-US,127.65,National
2003-02-01,AZ-Phoenix,117.7,AZ
2003-02-01,CA-Los Angeles,145.3,CA
2003-02-01,CA-San Diego,156.17,CA
2003-02-01,CA-San Francisco,142.19,CA
2003-02-01,CO-Denver,124.33,CO
2003-02-01,DC-Washington,146.01,DC
2003-02-01,FL-Miami,145.46,FL
2003-02-01,FL-Tampa,134.29,FL
2003-02-01,GA-Atlanta,115.2,GA
2003-02-01,IL-Chicago,127.48,IL
2003-02-01,MA-Boston,147.18,MA
2003-02-01,MI-Detroit,114.6,MI
2003-02-01,MN-Minneapolis,138.8,MN
2003-02-01,NC-Charlotte,107.85,NC
2003-02-01,NV-Las Vegas,122.46,NV
2003-02-01,NY-New York,147.3,NY
2003-02-01,OH-Cleveland,110.58,OH
2003-02-01,OR-Portland,114.18,OR
2003-02-01,TX-Dallas,113.3,TX
2003-02-01,WA-Seattle,116.2,WA
2003-02-01,Composite-10,143.59,Composite
2003-02-01,Composite-20,136.1,Composite
2003-02-01,National-US,128.33,National
2003-03-01,AZ-Phoenix,118.7,AZ
2003-03-01,CA-Los Angeles,147.23,CA
2003-03-01,CA-San Diego,157.75,CA
2003-03-01,CA-San Francisco,143.0,CA
2003-03-01,CO-Denver,124.87,CO
2003-03-01,DC-Washington,146.75,DC
2003-03-01,FL-Miami,147.09,FL
2003-03-01,FL-Tampa,134.56,FL
2003-03-01,GA-Atlanta,115.8,GA
2003-03-01,IL-Chicago,128.26,IL
2003-03-01,MA-Boston,148.99,MA
2003-03-01,MI-Detroit,115.3,MI
2003-03-01,MN-Minneapolis,138.9,MN
2003-03-01,NC-Charlotte,107.8,NC
2003-03-01,NV-Las Vegas,122.94,NV
2003-03-01,NY-New York,148.38,NY
2003-03-01,OH-Cleveland,110.82,OH
2003-03-01,OR-Portland,114.84,OR
2003-03-01,TX-Dallas,112.9,TX
2003-03-01,WA-Seattle,117.0,WA
2003-03-01,Composite-10,144.84,Composite
2003-03-01,Composite-20,137.2,Composite
2003-03-01,National-US,129.31,National
2003-04-01,AZ-Phoenix,119.3,AZ
2003-04-01,CA-Los Angeles,149.65,CA
2003-04-01,CA-San Diego,160.23,CA
2003-04-01,CA-San Francisco,144.69,CA
2003-04-01,CO-Denver,125.17,CO
2003-04-01,DC-Washington,148.92,DC
2003-04-01,FL-Miami,148.36,FL
2003-04-01,FL-Tampa,136.16,FL
2003-04-01,GA-Atlanta,116.0,GA
2003-04-01,IL-Chicago,129.05,IL
2003-04-01,MA-Boston,150.42,MA
2003-04-01,MI-Detroit,116.3,MI
2003-04-01,MN-Minneapolis,139.7,MN
2003-04-01,NC-Charlotte,107.69,NC
2003-04-01,NV-Las Vegas,124.46,NV
2003-04-01,NY-New York,149.53,NY
2003-04-01,OH-Cleveland,111.88,OH
2003-04-01,OR-Portland,115.86,OR
2003-04-01,TX-Dallas,113.2,TX
2003-04-01,WA-Seattle,118.2,WA
2003-04-01,Composite-10,146.45,Composite
2003-04-01,Composite-20,138.5,Composite
2003-04-01,National-US,130.49,National
2003-05-01,AZ-Phoenix,120.0,AZ
2003-05-01,CA-Los Angeles,152.27,CA
2003-05-01,CA-San Diego,162.55,CA
2003-05-01,CA-San Francisco,145.53,CA
2003-05-01,CO-Denver,125.67,CO
2003-05-01,DC-Washington,151.53,DC
2003-05-01,FL-Miami,149.75,FL
2003-05-01,FL-Tampa,137.85,FL
2003-05-01,GA-Atlanta,116.8,GA
2003-05-01,IL-Chicago,130.52,IL
2003-05-01,MA-Boston,152.15,MA
2003-05-01,MI-Detroit,117.4,MI
2003-05-01,MN-Minneapolis,141.2,MN
2003-05-01,NC-Charlotte,107.86,NC
2003-05-01,NV-Las Vegas,125.68,NV
2003-05-01,NY-New York,150.88,NY
2003-05-01,OH-Cleveland,113.04,OH
2003-05-01,OR-Portland,116.94,OR
2003-05-01,TX-Dallas,113.9,TX
2003-05-01,WA-Seattle,119.2,WA
2003-05-01,Composite-10,148.17,Composite
2003-05-01,Composite-20,140.0,Composite
2003-05-01,National-US,131.84,National
2003-06-01,AZ-Phoenix,120.7,AZ
2003-06-01,CA-Los Angeles,154.98,CA
2003-06-01,CA-San Diego,165.26,CA
2003-06-01,CA-San Francisco,146.53,CA
2003-06-01,CO-Denver,125.61,CO
2003-06-01,DC-Washington,154.0,DC
2003-06-01,FL-Miami,150.67,FL
2003-06-01,FL-Tampa,138.7,FL
2003-06-01,GA-Atlanta,117.3,GA
2003-06-01,IL-Chicago,131.43,IL
2003-06-01,MA-Boston,153.3,MA
2003-06-01,MI-Detroit,117.7,MI
2003-06-01,MN-Minneapolis,142.4,MN
2003-06-01,NC-Charlotte,108.75,NC
2003-06-01,NV-Las Vegas,127.38,NV
2003-06-01,NY-New York,151.86,NY
2003-06-01,OH-Cleveland,114.03,OH
2003-06-01,OR-Portland,118.28,OR
2003-06-01,TX-Dallas,114.9,TX
2003-06-01,WA-Seattle,120.1,WA
2003-06-01,Composite-10,149.7,Composite
2003-06-01,Composite-20,141.3,Composite
2003-06-01,National-US,133.23,National
2003-07-01,AZ-Phoenix,121.7,AZ
2003-07-01,CA-Los Angeles,158.34,CA
2003-07-01,CA-San Diego,167.98,CA
2003-07-01,CA-San Francisco,147.75,CA
2003-07-01,CO-Denver,126.07,CO
2003-07-01,DC-Washington,156.47,DC
2003-07-01,FL-Miami,152.65,FL
2003-07-01,FL-Tampa,139.61,FL
2003-07-01,GA-Atlanta,117.7,GA
2003-07-01,IL-Chicago,132.5,IL
2003-07-01,MA-Boston,154.21,MA
2003-07-01,MI-Detroit,118.1,MI
2003-07-01,MN-Minneapolis,144.3,MN
2003-07-01,NC-Charlotte,109.03,NC
2003-07-01,NV-Las Vegas,129.3,NV
2003-07-01,NY-New York,153.5,NY
2003-07-01,OH-Cleveland,114.71,OH
2003-07-01,OR-Portland,119.21,OR
2003-07-01,TX-Dallas,115.2,TX
2003-07-01,WA-Seattle,120.8,WA
2003-07-01,Composite-10,151.65,Composite
2003-07-01,Composite-20,142.9,Composite
2003-07-01,National-US,134.65,National
2003-08-01,AZ-Phoenix,122.8,AZ
2003-08-01,CA-Los Angeles,161.89,CA
2003-08-01,CA-San Diego,171.27,CA
2003-08-01,CA-San Francisco,148.72,CA
2003-08-01,CO-Denver,126.72,CO
2003-08-01,DC-Washington,158.7,DC
2003-08-01,FL-Miami,155.07,FL
2003-08-01,FL-Tampa,140.14,FL
2003-08-01,GA-Atlanta,118.1,GA
2003-08-01,IL-Chicago,133.01,IL
2003-08-01,MA-Boston,154.97,MA
2003-08-01,MI-Detroit,118.3,MI
2003-08-01,MN-Minneapolis,145.7,MN
2003-08-01,NC-Charlotte,109.46,NC
2003-08-01,NV-Las Vegas,131.85,NV
2003-08-01,NY-New York,155.14,NY
2003-08-01,OH-Cleveland,115.55,OH
2003-08-01,OR-Portland,119.95,OR
2003-08-01,TX-Dallas,115.3,TX
2003-08-01,WA-Seattle,121.8,WA
2003-08-01,Composite-10,153.61,Composite
2003-08-01,Composite-20,144.5,Composite
2003-08-01,National-US,135.97,National
2003-09-01,AZ-Phoenix,123.8,AZ
2003-09-01,CA-Los Angeles,165.29,CA
2003-09-01,CA-San Diego,175.03,CA
2003-09-01,CA-San Francisco,150.25,CA
2003-09-01,CO-Denver,126.94,CO
2003-09-01,DC-Washington,161.01,DC
2003-09-01,FL-Miami,157.28,FL
2003-09-01,FL-Tampa,142.36,FL
2003-09-01,GA-Atlanta,118.5,GA
2003-09-01,IL-Chicago,133.94,IL
2003-09-01,MA-Boston,156.38,MA
2003-09-01,MI-Detroit,118.8,MI
2003-09-01,MN-Minneapolis,147.4,MN
2003-09-01,NC-Charlotte,109.24,NC
2003-09-01,NV-Las Vegas,134.16,NV
2003-09-01,NY-New York,157.1,NY
2003-09-01,OH-Cleveland,116.08,OH
2003-09-01,OR-Portland,120.49,OR
2003-09-01,TX-Dallas,115.2,TX
2003-09-01,WA-Seattle,122.4,WA
2003-09-01,Composite-10,155.77,Composite
2003-09-01,Composite-20,146.2,Composite
2003-09-01,National-US,137.08,National
2003-10-01,AZ-Phoenix,124.7,AZ
2003-10-01,CA-Los Angeles,168.4,CA
2003-10-01,CA-San Diego,178.7,CA
2003-10-01,CA-San Francisco,151.75,CA
2003-10-01,CO-Denver,127.05,CO
2003-10-01,DC-Washington,162.65,DC
2003-10-01,FL-Miami,159.59,FL
2003-10-01,FL-Tampa,143.73,FL
2003-10-01,GA-Atlanta,118.4,GA
2003-10-01,IL-Chicago,134.87,IL
2003-10-01,MA-Boston,157.63,MA
2003-10-01,MI-Detroit,119.5,MI
2003-10-01,MN-Minneapolis,148.4,MN
2003-10-01,NC-Charlotte,110.18,NC
2003-10-01,NV-Las Vegas,136.77,NV
2003-10-01,NY-New York,158.73,NY
2003-10-01,OH-Cleveland,116.46,OH
2003-10-01,OR-Portland,121.03,OR
2003-10-01,TX-Dallas,114.8,TX
2003-10-01,WA-Seattle,123.4,WA
2003-10-01,Composite-10,157.71,Composite
2003-10-01,Composite-20,147.8,Composite
2003-10-01,National-US,137.98,National
2003-11-01,AZ-Phoenix,125.5,AZ
2003-11-01,CA-Los Angeles,171.11,CA
2003-11-01,CA-San Diego,181.79,CA
2003-11-01,CA-San Francisco,153.36,CA
2003-11-01,CO-Denver,127.08,CO
2003-11-01,DC-Washington,164.14,DC
2003-11-01,FL-Miami,161.11,FL
2003-11-01,FL-Tampa,145.27,FL
2003-11-01,GA-Atlanta,118.4,GA
2003-11-01,IL-Chicago,135.91,IL
2003-11-01,MA-Boston,158.63,MA
2003-11-01,MI-Detroit,119.8,MI
2003-11-01,MN-Minneapolis,149.3,MN
2003-11-01,NC-Charlotte,110.53,NC
2003-11-01,NV-Las Vegas,139.16,NV
2003-11-01,NY-New York,160.59,NY
2003-11-01,OH-Cleveland,116.12,OH
2003-11-01,OR-Portland,121.66,OR
2003-11-01,TX-Dallas,114.5,TX
2003-11-01,WA-Seattle,123.5,WA
2003-11-01,Composite-10,159.55,Composite
2003-11-01,Composite-20,149.2,Composite
2003-11-01,National-US,138.77,National
2003-12-01,AZ-Phoenix,126.3,AZ
2003-12-01,CA-Los Angeles,173.98,CA
2003-12-01,CA-San Diego,184.11,CA
2003-12-01,CA-San Francisco,154.62,CA
2003-12-01,CO-Denver,126.98,CO
2003-12-01,DC-Washington,165.79,DC
2003-12-01,FL-Miami,162.93,FL
2003-12-01,FL-Tampa,145.61,FL
2003-12-01,GA-Atlanta,118.3,GA
2003-12-01,IL-Chicago,137.09,IL
2003-12-01,MA-Boston,158.58,MA
2003-12-01,MI-Detroit,119.8,MI
2003-12-01,MN-Minneapolis,149.4,MN
2003-12-01,NC-Charlotte,110.65,NC
2003-12-01,NV-Las Vegas,142.69,NV
2003-12-01,NY-New York,162.31,NY
2003-12-01,OH-Cleveland,116.14,OH
2003-12-01,OR-Portland,122.1,OR
2003-12-01,TX-Dallas,114.0,TX
2003-12-01,WA-Seattle,124.3,WA
2003-12-01,Composite-10,161.27,Composite
2003-12-01,Composite-20,150.4,Composite
2003-12-01,National-US,139.63,National
2004-01-01,AZ-Phoenix,126.6,AZ
2004-01-01,CA-Los Angeles,177.01,CA
2004-01-01,CA-San Diego,186.33,CA
2004-01-01,CA-San Francisco,155.93,CA
2004-01-01,CO-Denver,127.2,CO
2004-01-01,DC-Washington,167.79,DC
2004-01-01,FL-Miami,164.82,FL
2004-01-01,FL-Tampa,147.9,FL
2004-01-01,GA-Atlanta,118.6,GA
2004-01-01,IL-Chicago,137.65,IL
2004-01-01,MA-Boston,158.54,MA
2004-01-01,MI-Detroit,119.5,MI
2004-01-01,MN-Minneapolis,149.7,MN
2004-01-01,NC-Charlotte,109.75,NC
2004-01-01,NV-Las Vegas,145.95,NV
2004-01-01,NY-New York,163.63,NY
2004-01-01,OH-Cleveland,115.62,OH
2004-01-01,OR-Portland,122.06,OR
2004-01-01,TX-Dallas,114.0,TX
2004-01-01,WA-Seattle,124.4,WA
2004-01-01,Composite-10,162.9,Composite
2004-01-01,Composite-20,151.6,Composite
2004-01-01,National-US,140.71,National
2004-02-01,AZ-Phoenix,127.2,AZ
2004-02-01,CA-Los Angeles,180.49,CA
2004-02-01,CA-San Diego,189.89,CA
2004-02-01,CA-San Francisco,158.11,CA
2004-02-01,CO-Denver,127.21,CO
2004-02-01,DC-Washington,169.51,DC
2004-02-01,FL-Miami,166.65,FL
2004-02-01,FL-Tampa,149.04,FL
2004-02-01,GA-Atlanta,118.6,GA
2004-02-01,IL-Chicago,138.1,IL
2004-02-01,MA-Boston,159.19,MA
2004-02-01,MI-Detroit,119.3,MI
2004-02-01,MN-Minneapolis,149.9,MN
2004-02-01,NC-Charlotte,109.63,NC
2004-02-01,NV-Las Vegas,149.93,NV
2004-02-01,NY-New York,164.92,NY
2004-02-01,OH-Cleveland,115.47,OH
2004-02-01,OR-Portland,122.41,OR
2004-02-01,TX-Dallas,113.8,TX
2004-02-01,WA-Seattle,125.2,WA
2004-02-01,Composite-10,164.82,Composite
2004-02-01,Composite-20,153.1,Composite
2004-02-01,National-US,142.04,National
2004-03-01,AZ-Phoenix,128.5,AZ
2004-03-01,CA-Los Angeles,186.55,CA
2004-03-01,CA-San Diego,196.4,CA
2004-03-01,CA-San Francisco,160.9,CA
2004-03-01,CO-Denver,127.73,CO
2004-03-01,DC-Washington,172.3,DC
2004-03-01,FL-Miami,170.0,FL
2004-03-01,FL-Tampa,151.56,FL
2004-03-01,GA-Atlanta,119.0,GA
2004-03-01,IL-Chicago,138.08,IL
2004-03-01,MA-Boston,161.1,MA
2004-03-01,MI-Detroit,119.9,MI
2004-03-01,MN-Minneapolis,150.7,MN
2004-03-01,NC-Charlotte,110.42,NC
2004-03-01,NV-Las Vegas,157.87,NV
2004-03-01,NY-New York,166.61,NY
2004-03-01,OH-Cleveland,115.59,OH
2004-03-01,OR-Portland,122.75,OR
2004-03-01,TX-Dallas,113.2,TX
2004-03-01,WA-Seattle,126.3,WA
2004-03-01,Composite-10,167.91,Composite
2004-03-01,Composite-20,155.4,Composite
2004-03-01,National-US,144.09,National
2004-04-01,AZ-Phoenix,130.1,AZ
2004-04-01,CA-Los Angeles,193.22,CA
2004-04-01,CA-San Diego,203.64,CA
2004-04-01,CA-San Francisco,164.65,CA
2004-04-01,CO-Denver,128.34,CO
2004-04-01,DC-Washington,176.62,DC
2004-04-01,FL-Miami,172.61,FL
2004-04-01,FL-Tampa,152.53,FL
2004-04-01,GA-Atlanta,120.1,GA
2004-04-01,IL-Chicago,139.26,IL
2004-04-01,MA-Boston,164.29,MA
2004-04-01,MI-Detroit,120.4,MI
2004-04-01,MN-Minneapolis,152.2,MN
2004-04-01,NC-Charlotte,111.66,NC
2004-04-01,NV-Las Vegas,166.32,NV
2004-04-01,NY-New York,168.3,NY
2004-04-01,OH-Cleveland,117.05,OH
2004-04-01,OR-Portland,124.97,OR
2004-04-01,TX-Dallas,114.2,TX
2004-04-01,WA-Seattle,128.2,WA
2004-04-01,Composite-10,171.58,Composite
2004-04-01,Composite-20,158.4,Composite
2004-04-01,National-US,146.18,National
2004-05-01,AZ-Phoenix,131.9,AZ
2004-05-01,CA-Los Angeles,199.58,CA
2004-05-01,CA-San Diego,210.94,CA
2004-05-01,CA-San Francisco,167.76,CA
2004-05-01,CO-Denver,129.12,CO
2004-05-01,DC-Washington,182.19,DC
2004-05-01,FL-Miami,176.4,FL
2004-05-01,FL-Tampa,154.96,FL
2004-05-01,GA-Atlanta,120.8,GA
2004-05-01,IL-Chicago,141.28,IL
2004-05-01,MA-Boston,166.59,MA
2004-05-01,MI-Detroit,121.3,MI
2004-05-01,MN-Minneapolis,153.7,MN
2004-05-01,NC-Charlotte,112.58,NC
2004-05-01,NV-Las Vegas,174.98,NV
2004-05-01,NY-New York,170.52,NY
2004-05-01,OH-Cleveland,117.9,OH
2004-05-01,OR-Portland,126.56,OR
2004-05-01,TX-Dallas,115.3,TX
2004-05-01,WA-Seattle,130.1,WA
2004-05-01,Composite-10,175.43,Composite
2004-05-01,Composite-20,161.6,Composite
2004-05-01,National-US,148.33,National
2004-06-01,AZ-Phoenix,134.0,AZ
2004-06-01,CA-Los Angeles,206.38,CA
2004-06-01,CA-San Diego,218.18,CA
2004-06-01,CA-San Francisco,171.51,CA
2004-06-01,CO-Denver,130.45,CO
2004-06-01,DC-Washington,188.02,DC
2004-06-01,FL-Miami,179.64,FL
2004-06-01,FL-Tampa,157.77,FL
2004-06-01,GA-Atlanta,121.4,GA
2004-06-01,IL-Chicago,142.57,IL
2004-06-01,MA-Boston,168.57,MA
2004-06-01,MI-Detroit,121.6,MI
2004-06-01,MN-Minneapolis,155.9,MN
2004-06-01,NC-Charlotte,113.46,NC
2004-06-01,NV-Las Vegas,185.55,NV
2004-06-01,NY-New York,172.9,NY
2004-06-01,OH-Cleveland,118.63,OH
2004-06-01,OR-Portland,128.19,OR
2004-06-01,TX-Dallas,116.4,TX
2004-06-01,WA-Seattle,131.9,WA
2004-06-01,Composite-10,179.45,Composite
2004-06-01,Composite-20,164.8,Composite
2004-06-01,National-US,150.52,National
2004-07-01,AZ-Phoenix,136.4,AZ
2004-07-01,CA-Los Angeles,211.08,CA
2004-07-01,CA-San Diego,224.22,CA
2004-07-01,CA-San Francisco,173.85,CA
2004-07-01,CO-Denver,131.1,CO
2004-07-01,DC-Washington,192.08,DC
2004-07-01,FL-Miami,183.12,FL
2004-07-01,FL-Tampa,160.22,FL
2004-07-01,GA-Atlanta,122.2,GA
2004-07-01,IL-Chicago,143.96,IL
2004-07-01,MA-Boston,169.69,MA
2004-07-01,MI-Detroit,122.0,MI
2004-07-01,MN-Minneapolis,157.1,MN
2004-07-01,NC-Charlotte,113.82,NC
2004-07-01,NV-Las Vegas,195.03,NV
2004-07-01,NY-New York,175.74,NY
2004-07-01,OH-Cleveland,119.02,OH
2004-07-01,OR-Portland,129.53,OR
2004-07-01,TX-Dallas,116.9,TX
2004-07-01,WA-Seattle,133.2,WA
2004-07-01,Composite-10,182.69,Composite
2004-07-01,Composite-20,167.4,Composite
2004-07-01,National-US,152.34,National
2004-08-01,AZ-Phoenix,138.6,AZ
2004-08-01,CA-Los Angeles,213.49,CA
2004-08-01,CA-San Diego,227.67,CA
2004-08-01,CA-San Francisco,175.89,CA
2004-08-01,CO-Denver,131.83,CO
2004-08-01,DC-Washington,195.39,DC
2004-08-01,FL-Miami,186.78,FL
2004-08-01,FL-Tampa,163.09,FL
2004-08-01,GA-Atlanta,122.8,GA
2004-08-01,IL-Chicago,144.76,IL
2004-08-01,MA-Boston,170.9,MA
2004-08-01,MI-Detroit,122.2,MI
2004-08-01,MN-Minneapolis,158.6,MN
2004-08-01,NC-Charlotte,113.54,NC
2004-08-01,NV-Las Vegas,201.71,NV
2004-08-01,NY-New York,177.93,NY
2004-08-01,OH-Cleveland,119.46,OH
2004-08-01,OR-Portland,130.89,OR
2004-08-01,TX-Dallas,117.1,TX
2004-08-01,WA-Seattle,134.2,WA
2004-08-01,Composite-10,184.95,Composite
2004-08-01,Composite-20,169.3,Composite
2004-08-01,National-US,153.81,National
2004-09-01,AZ-Phoenix,141.6,AZ
2004-09-01,CA-Los Angeles,215.08,CA
2004-09-01,CA-San Diego,230.64,CA
2004-09-01,CA-San Francisco,178.15,CA
2004-09-01,CO-Denver,131.87,CO
2004-09-01,DC-Washington,198.24,DC
2004-09-01,FL-Miami,190.68,FL
2004-09-01,FL-Tampa,165.89,FL
2004-09-01,GA-Atlanta,123.3,GA
2004-09-01,IL-Chicago,146.04,IL
2004-09-01,MA-Boston,172.18,MA
2004-09-01,MI-Detroit,122.7,MI
2004-09-01,MN-Minneapolis,159.3,MN
2004-09-01,NC-Charlotte,113.4,NC
2004-09-01,NV-Las Vegas,205.49,NV
2004-09-01,NY-New York,179.79,NY
2004-09-01,OH-Cleveland,119.75,OH
2004-09-01,OR-Portland,132.47,OR
2004-09-01,TX-Dallas,116.9,TX
2004-09-01,WA-Seattle,135.2,WA
2004-09-01,Composite-10,186.91,Composite
2004-09-01,Composite-20,170.9,Composite
2004-09-01,National-US,155.11,National
2004-10-01,AZ-Phoenix,145.0,AZ
2004-10-01,CA-Los Angeles,215.74,CA
2004-10-01,CA-San Diego,232.28,CA
2004-10-01,CA-San Francisco,180.75,CA
2004-10-01,CO-Denver,132.18,CO
2004-10-01,DC-Washington,200.79,DC
2004-10-01,FL-Miami,194.29,FL
2004-10-01,FL-Tampa,168.7,FL
2004-10-01,GA-Atlanta,123.2,GA
2004-10-01,IL-Chicago,146.89,IL
2004-10-01,MA-Boston,173.97,MA
2004-10-01,MI-Detroit,123.0,MI
2004-10-01,MN-Minneapolis,160.1,MN
2004-10-01,NC-Charlotte,113.34,NC
2004-10-01,NV-Las Vegas,207.07,NV
2004-10-01,NY-New York,181.9,NY
2004-10-01,OH-Cleveland,119.55,OH
2004-10-01,OR-Portland,133.67,OR
2004-10-01,TX-Dallas,116.7,TX
2004-10-01,WA-Seattle,136.0,WA
2004-10-01,Composite-10,188.65,Composite
2004-10-01,Composite-20,172.4,Composite
2004-10-01,National-US,156.3,National
2004-11-01,AZ-Phoenix,148.5,AZ
2004-11-01,CA-Los Angeles,216.58,CA
2004-11-01,CA-San Diego,232.63,CA
2004-11-01,CA-San Francisco,183.15,CA
2004-11-01,CO-Denver,132.16,CO
2004-11-01,DC-Washington,203.31,DC
2004-11-01,FL-Miami,197.64,FL
2004-11-01,FL-Tampa,171.33,FL
2004-11-01,GA-Atlanta,123.2,GA
2004-11-01,IL-Chicago,147.86,IL
2004-11-01,MA-Boston,174.04,MA
2004-11-01,MI-Detroit,123.2,MI
2004-11-01,MN-Minneapolis,160.5,MN
2004-11-01,NC-Charlotte,113.75,NC
2004-11-01,NV-Las Vegas,207.48,NV
2004-11-01,NY-New York,183.69,NY
2004-11-01,OH-Cleveland,119.41,OH
2004-11-01,OR-Portland,134.55,OR
2004-11-01,TX-Dallas,116.4,TX
2004-11-01,WA-Seattle,137.3,WA
2004-11-01,Composite-10,190.08,Composite
2004-11-01,Composite-20,173.6,Composite
2004-11-01,National-US,157.5,National
2004-12-01,AZ-Phoenix,152.3,AZ
2004-12-01,CA-Los Angeles,217.34,CA
2004-12-01,CA-San Diego,233.08,CA
2004-12-01,CA-San Francisco,185.72,CA
2004-12-01,CO-Denver,132.4,CO
2004-12-01,DC-Washington,206.06,DC
2004-12-01,FL-Miami,201.37,FL
2004-12-01,FL-Tampa,174.06,FL
2004-12-01,GA-Atlanta,123.5,GA
2004-12-01,IL-Chicago,148.85,IL
2004-12-01,MA-Boston,173.42,MA
2004-12-01,MI-Detroit,123.2,MI
2004-12-01,MN-Minneapolis,160.4,MN
2004-12-01,NC-Charlotte,114.15,NC
2004-12-01,NV-Las Vegas,207.62,NV
2004-12-01,NY-New York,185.16,NY
2004-12-01,OH-Cleveland,119.58,OH
2004-12-01,OR-Portland,134.96,OR
2004-12-01,TX-Dallas,116.5,TX
2004-12-01,WA-Seattle,138.6,WA
2004-12-01,Composite-10,191.42,Composite
2004-12-01,Composite-20,174.8,Composite
2004-12-01,National-US,158.67,National
2005-01-01,AZ-Phoenix,155.4,AZ
2005-01-01,CA-Los Angeles,219.41,CA
2005-01-01,CA-San Diego,233.78,CA
2005-01-01,CA-San Francisco,189.35,CA
2005-01-01,CO-Denver,132.34,CO
2005-01-01,DC-Washington,208.63,DC
2005-01-01,FL-Miami,205.42,FL
2005-01-01,FL-Tampa,177.04,FL
2005-01-01,GA-Atlanta,123.8,GA
2005-01-01,IL-Chicago,149.69,IL
2005-01-01,MA-Boston,173.43,MA
2005-01-01,MI-Detroit,123.0,MI
2005-01-01,MN-Minneapolis,161.0,MN
2005-01-01,NC-Charlotte,114.26,NC
2005-01-01,NV-Las Vegas,207.35,NV
2005-01-01,NY-New York,187.19,NY
2005-01-01,OH-Cleveland,120.1,OH
2005-01-01,OR-Portland,135.46,OR
2005-01-01,TX-Dallas,116.3,TX
2005-01-01,WA-Seattle,140.1,WA
2005-01-01,Composite-10,193.35,Composite
2005-01-01,Composite-20,176.4,Composite
2005-01-01,National-US,160.13,National
2005-02-01,AZ-Phoenix,160.0,AZ
2005-02-01,CA-Los Angeles,222.29,CA
2005-02-01,CA-San Diego,235.64,CA
2005-02-01,CA-San Francisco,193.5,CA
2005-02-01,CO-Denver,132.63,CO
2005-02-01,DC-Washington,212.24,DC
2005-02-01,FL-Miami,209.67,FL
2005-02-01,FL-Tampa,180.06,FL
2005-02-01,GA-Atlanta,124.2,GA
2005-02-01,IL-Chicago,151.02,IL
2005-02-01,MA-Boston,174.76,MA
2005-02-01,MI-Detroit,123.1,MI
2005-02-01,MN-Minneapolis,161.0,MN
2005-02-01,NC-Charlotte,114.32,NC
2005-02-01,NV-Las Vegas,209.31,NV
2005-02-01,NY-New York,189.29,NY
2005-02-01,OH-Cleveland,120.11,OH
2005-02-01,OR-Portland,136.35,OR
2005-02-01,TX-Dallas,116.4,TX
2005-02-01,WA-Seattle,141.3,WA
2005-02-01,Composite-10,195.87,Composite
2005-02-01,Composite-20,178.5,Composite
2005-02-01,National-US,161.93,National
2005-03-01,AZ-Phoenix,165.9,AZ
2005-03-01,CA-Los Angeles,226.75,CA
