date,city,price,state
1994-03-01,AZ-Phoenix,71.28,AZ
1994-03-01,CA-Los Angeles,76.47,CA
1994-03-01,CA-San Diego,73.39,CA
1994-03-01,CA-San Francisco,66.37,CA
1994-03-01,CO-Denver,63.61,CO
1994-03-01,DC-Washington,88.57,DC
1994-03-01,FL-Miami,84.74,FL
1994-03-01,FL-Tampa,83.76,FL
1994-03-01,GA-Atlanta,75.21,GA
1994-03-01,IL-Chicago,79.64,IL
1994-03-01,MA-Boston,66.65,MA
1994-03-01,MI-Detroit,64.6,MI
1994-03-01,MN-Minneapolis,73.1,MN
1994-03-01,NC-Charlotte,77.27,NC
1994-03-01,NV-Las Vegas,83.69,NV
1994-03-01,NY-New York,76.6,NY
1994-03-01,OH-Cleveland,78.29,OH
1994-03-01,OR-Portland,71.69,OR
1994-03-01,TX-Dallas,,TX
1994-03-01,WA-Seattle,69.84,WA
1994-03-01,Composite-10,75.73,Composite
1994-03-01,Composite-20,,Composite
1994-03-01,National-US,78.36,National
1994-04-01,AZ-Phoenix,71.73,AZ
1994-04-01,CA-Los Angeles,76.44,CA
1994-04-01,CA-San Diego,73.62,CA
1994-04-01,CA-San Francisco,67.05,CA
1994-04-01,CO-Denver,64.44,CO
1994-04-01,DC-Washington,89.02,DC
1994-04-01,FL-Miami,84.85,FL
1994-04-01,FL-Tampa,83.76,FL
1994-04-01,GA-Atlanta,75.26,GA
1994-04-01,IL-Chicago,79.79,IL
1994-04-01,MA-Boston,67.26,MA
1994-04-01,MI-Detroit,64.9,MI
1994-04-01,MN-Minneapolis,73.18,MN
1994-04-01,NC-Charlotte,77.5,NC
1994-04-01,NV-Las Vegas,84.04,NV
1994-04-01,NY-New York,76.88,NY
1994-04-01,OH-Cleveland,78.79,OH
1994-04-01,OR-Portland,72.55,OR
1994-04-01,TX-Dallas,,TX
1994-04-01,WA-Seattle,70.33,WA
1994-04-01,Composite-10,76.03,Composite
1994-04-01,Composite-20,,Composite
1994-04-01,National-US,78.72,National
1994-05-01,AZ-Phoenix,72.14,AZ
1994-05-01,CA-Los Angeles,76.39,CA
1994-05-01,CA-San Diego,74.32,CA
1994-05-01,CA-San Francisco,67.7,CA
1994-05-01,CO-Denver,65.09,CO
1994-05-01,DC-Washington,89.78,DC
1994-05-01,FL-Miami,84.89,FL
1994-05-01,FL-Tampa,83.91,FL
1994-05-01,GA-Atlanta,75.71,GA
1994-05-01,IL-Chicago,80.4,IL
1994-05-01,MA-Boston,67.63,MA
1994-05-01,MI-Detroit,65.42,MI
1994-05-01,MN-Minneapolis,73.12,MN
1994-05-01,NC-Charlotte,77.85,NC
1994-05-01,NV-Las Vegas,85.26,NV
1994-05-01,NY-New York,77.55,NY
1994-05-01,OH-Cleveland,79.64,OH
1994-05-01,OR-Portland,73.45,OR
1994-05-01,TX-Dallas,,TX
1994-05-01,WA-Seattle,71.51,WA
1994-05-01,Composite-10,76.49,Composite
1994-05-01,Composite-20,,Composite
1994-05-01,National-US,79.23,National
1994-06-01,AZ-Phoenix,72.47,AZ
1994-06-01,CA-Los Angeles,76.72,CA
1994-06-01,CA-San Diego,74.81,CA
1994-06-01,CA-San Francisco,68.15,CA
1994-06-01,CO-Denver,65.86,CO
1994-06-01,DC-Washington,90.48,DC
1994-06-01,FL-Miami,85.31,FL
1994-06-01,FL-Tampa,84.01,FL
1994-06-01,GA-Atlanta,76.15,GA
1994-06-01,IL-Chicago,80.91,IL
1994-06-01,MA-Boston,68.46,MA
1994-06-01,MI-Detroit,66.01,MI
1994-06-01,MN-Minneapolis,72.93,MN
1994-06-01,NC-Charlotte,78.28,NC
1994-06-01,NV-Las Vegas,85.84,NV
1994-06-01,NY-New York,78.2,NY
1994-06-01,OH-Cleveland,80.15,OH
1994-06-01,OR-Portland,74.19,OR
1994-06-01,TX-Dallas,,TX
1994-06-01,WA-Seattle,71.97,WA
1994-06-01,Composite-10,77.04,Composite
1994-06-01,Composite-20,,Composite
1994-06-01,National-US,79.72,National
1994-07-01,AZ-Phoenix,73.0,AZ
1994-07-01,CA-Los Angeles,76.95,CA
1994-07-01,CA-San Diego,75.1,CA
1994-07-01,CA-San Francisco,68.38,CA
1994-07-01,CO-Denver,66.3,CO
1994-07-01,DC-Washington,90.77,DC
1994-07-01,FL-Miami,85.63,FL
1994-07-01,FL-Tampa,84.72,FL
1994-07-01,GA-Atlanta,76.6,GA
1994-07-01,IL-Chicago,81.19,IL
1994-07-01,MA-Boston,68.84,MA
1994-07-01,MI-Detroit,66.62,MI
1994-07-01,MN-Minneapolis,72.89,MN
1994-07-01,NC-Charlotte,78.91,NC
1994-07-01,NV-Las Vegas,86.45,NV
1994-07-01,NY-New York,78.78,NY
1994-07-01,OH-Cleveland,80.46,OH
1994-07-01,OR-Portland,74.91,OR
1994-07-01,TX-Dallas,,TX
1994-07-01,WA-Seattle,72.12,WA
1994-07-01,Composite-10,77.4,Composite
1994-07-01,Composite-20,,Composite
1994-07-01,National-US,80.08,National
1994-08-01,AZ-Phoenix,73.53,AZ
1994-08-01,CA-Los Angeles,77.25,CA
1994-08-01,CA-San Diego,74.75,CA
1994-08-01,CA-San Francisco,68.4,CA
1994-08-01,CO-Denver,66.71,CO
1994-08-01,DC-Washington,90.73,DC
1994-08-01,FL-Miami,86.11,FL
1994-08-01,FL-Tampa,85.25,FL
1994-08-01,GA-Atlanta,76.88,GA
1994-08-01,IL-Chicago,81.61,IL
1994-08-01,MA-Boston,69.27,MA
1994-08-01,MI-Detroit,67.15,MI
1994-08-01,MN-Minneapolis,73.08,MN
1994-08-01,NC-Charlotte,79.52,NC
1994-08-01,NV-Las Vegas,86.37,NV
1994-08-01,NY-New York,79.08,NY
1994-08-01,OH-Cleveland,80.68,OH
1994-08-01,OR-Portland,75.44,OR
1994-08-01,TX-Dallas,,TX
1994-08-01,WA-Seattle,71.93,WA
1994-08-01,Composite-10,77.64,Composite
1994-08-01,Composite-20,,Composite
1994-08-01,National-US,80.33,National
1994-09-01,AZ-Phoenix,74.06,AZ
1994-09-01,CA-Los Angeles,77.13,CA
1994-09-01,CA-San Diego,74.23,CA
1994-09-01,CA-San Francisco,68.21,CA
1994-09-01,CO-Denver,66.81,CO
1994-09-01,DC-Washington,90.52,DC
1994-09-01,FL-Miami,86.3,FL
1994-09-01,FL-Tampa,85.4,FL
1994-09-01,GA-Atlanta,76.95,GA
1994-09-01,IL-Chicago,81.68,IL
1994-09-01,MA-Boston,69.25,MA
1994-09-01,MI-Detroit,67.48,MI
1994-09-01,MN-Minneapolis,73.12,MN
1994-09-01,NC-Charlotte,79.84,NC
1994-09-01,NV-Las Vegas,86.54,NV
1994-09-01,NY-New York,79.08,NY
1994-09-01,OH-Cleveland,80.8,OH
1994-09-01,OR-Portland,75.87,OR
1994-09-01,TX-Dallas,,TX
1994-09-01,WA-Seattle,71.93,WA
1994-09-01,Composite-10,77.57,Composite
1994-09-01,Composite-20,,Composite
1994-09-01,National-US,80.35,National
1994-10-01,AZ-Phoenix,74.26,AZ
1994-10-01,CA-Los Angeles,77.07,CA
1994-10-01,CA-San Diego,73.99,CA
1994-10-01,CA-San Francisco,68.17,CA
1994-10-01,CO-Denver,67.03,CO
1994-10-01,DC-Washington,90.33,DC
1994-10-01,FL-Miami,86.47,FL
1994-10-01,FL-Tampa,85.1,FL
1994-10-01,GA-Atlanta,77.25,GA
1994-10-01,IL-Chicago,81.89,IL
1994-10-01,MA-Boston,69.21,MA
1994-10-01,MI-Detroit,67.65,MI
1994-10-01,MN-Minneapolis,73.17,MN
1994-10-01,NC-Charlotte,79.87,NC
1994-10-01,NV-Las Vegas,86.69,NV
1994-10-01,NY-New York,78.87,NY
1994-10-01,OH-Cleveland,81.03,OH
1994-10-01,OR-Portland,75.99,OR
1994-10-01,TX-Dallas,,TX
1994-10-01,WA-Seattle,72.01,WA
1994-10-01,Composite-10,77.5,Composite
1994-10-01,Composite-20,,Composite
1994-10-01,National-US,80.32,National
1994-11-01,AZ-Phoenix,74.46,AZ
1994-11-01,CA-Los Angeles,76.59,CA
1994-11-01,CA-San Diego,73.6,CA
1994-11-01,CA-San Francisco,68.04,CA
1994-11-01,CO-Denver,67.16,CO
1994-11-01,DC-Washington,90.18,DC
1994-11-01,FL-Miami,86.69,FL
1994-11-01,FL-Tampa,85.01,FL
1994-11-01,GA-Atlanta,77.56,GA
1994-11-01,IL-Chicago,81.76,IL
1994-11-01,MA-Boston,68.88,MA
1994-11-01,MI-Detroit,67.66,MI
1994-11-01,MN-Minneapolis,73.22,MN
1994-11-01,NC-Charlotte,79.7,NC
1994-11-01,NV-Las Vegas,86.77,NV
1994-11-01,NY-New York,78.5,NY
1994-11-01,OH-Cleveland,81.32,OH
1994-11-01,OR-Portland,76.21,OR
1994-11-01,TX-Dallas,,TX
1994-11-01,WA-Seattle,71.99,WA
1994-11-01,Composite-10,77.23,Composite
1994-11-01,Composite-20,,Composite
1994-11-01,National-US,80.18,National
1994-12-01,AZ-Phoenix,74.79,AZ
1994-12-01,CA-Los Angeles,76.07,CA
1994-12-01,CA-San Diego,73.02,CA
1994-12-01,CA-San Francisco,67.93,CA
1994-12-01,CO-Denver,67.4,CO
1994-12-01,DC-Washington,89.76,DC
1994-12-01,FL-Miami,87.01,FL
1994-12-01,FL-Tampa,85.25,FL
1994-12-01,GA-Atlanta,77.95,GA
1994-12-01,IL-Chicago,81.66,IL
1994-12-01,MA-Boston,68.48,MA
1994-12-01,MI-Detroit,67.94,MI
1994-12-01,MN-Minneapolis,72.85,MN
1994-12-01,NC-Charlotte,80.03,NC
1994-12-01,NV-Las Vegas,87.17,NV
1994-12-01,NY-New York,78.36,NY
1994-12-01,OH-Cleveland,81.13,OH
1994-12-01,OR-Portland,76.19,OR
1994-12-01,TX-Dallas,,TX
1994-12-01,WA-Seattle,71.73,WA
1994-12-01,Composite-10,76.99,Composite
1994-12-01,Composite-20,,Composite
1994-12-01,National-US,80.09,National
1995-01-01,AZ-Phoenix,75.11,AZ
1995-01-01,CA-Los Angeles,75.91,CA
1995-01-01,CA-San Diego,72.58,CA
1995-01-01,CA-San Francisco,67.73,CA
1995-01-01,CO-Denver,67.59,CO
1995-01-01,DC-Washington,89.27,DC
1995-01-01,FL-Miami,87.02,FL
1995-01-01,FL-Tampa,85.78,FL
1995-01-01,GA-Atlanta,78.16,GA
1995-01-01,IL-Chicago,81.38,IL
1995-01-01,MA-Boston,68.3,MA
1995-01-01,MI-Detroit,68.72,MI
1995-01-01,MN-Minneapolis,72.96,MN
1995-01-01,NC-Charlotte,80.47,NC
1995-01-01,NV-Las Vegas,87.04,NV
1995-01-01,NY-New York,78.28,NY
1995-01-01,OH-Cleveland,81.12,OH
1995-01-01,OR-Portland,76.79,OR
1995-01-01,TX-Dallas,,TX
1995-01-01,WA-Seattle,71.72,WA
1995-01-01,Composite-10,76.82,Composite
1995-01-01,Composite-20,,Composite
1995-01-01,National-US,80.04,National
1995-02-01,AZ-Phoenix,75.37,AZ
1995-02-01,CA-Los Angeles,75.36,CA
1995-02-01,CA-San Diego,72.53,CA
1995-02-01,CA-San Francisco,67.4,CA
1995-02-01,CO-Denver,67.82,CO
1995-02-01,DC-Washington,88.96,DC
1995-02-01,FL-Miami,86.64,FL
1995-02-01,FL-Tampa,85.53,FL
1995-02-01,GA-Atlanta,78.26,GA
1995-02-01,IL-Chicago,81.61,IL
1995-02-01,MA-Boston,68.19,MA
1995-02-01,MI-Detroit,70.47,MI
1995-02-01,MN-Minneapolis,73.61,MN
1995-02-01,NC-Charlotte,80.94,NC
1995-02-01,NV-Las Vegas,87.34,NV
1995-02-01,NY-New York,78.29,NY
1995-02-01,OH-Cleveland,80.75,OH
1995-02-01,OR-Portland,77.06,OR
1995-02-01,TX-Dallas,,TX
1995-02-01,WA-Seattle,71.2,WA
1995-02-01,Composite-10,76.64,Composite
1995-02-01,Composite-20,,Composite
1995-02-01,National-US,80.01,National
1995-03-01,AZ-Phoenix,75.52,AZ
1995-03-01,CA-Los Angeles,74.99,CA
1995-03-01,CA-San Diego,72.41,CA
1995-03-01,CA-San Francisco,66.79,CA
1995-03-01,CO-Denver,68.22,CO
1995-03-01,DC-Washington,88.62,DC
1995-03-01,FL-Miami,86.3,FL
1995-03-01,FL-Tampa,85.5,FL
1995-03-01,GA-Atlanta,78.32,GA
1995-03-01,IL-Chicago,81.8,IL
1995-03-01,MA-Boston,68.31,MA
1995-03-01,MI-Detroit,70.25,MI
1995-03-01,MN-Minneapolis,74.59,MN
1995-03-01,NC-Charlotte,81.1,NC
1995-03-01,NV-Las Vegas,87.39,NV
1995-03-01,NY-New York,77.95,NY
1995-03-01,OH-Cleveland,81.03,OH
1995-03-01,OR-Portland,77.9,OR
1995-03-01,TX-Dallas,,TX
1995-03-01,WA-Seattle,71.44,WA
1995-03-01,Composite-10,76.38,Composite
1995-03-01,Composite-20,,Composite
1995-03-01,National-US,80.1,National
1995-04-01,AZ-Phoenix,75.8,AZ
1995-04-01,CA-Los Angeles,74.78,CA
1995-04-01,CA-San Diego,72.59,CA
1995-04-01,CA-San Francisco,67.08,CA
1995-04-01,CO-Denver,68.6,CO
1995-04-01,DC-Washington,88.66,DC
1995-04-01,FL-Miami,86.47,FL
1995-04-01,FL-Tampa,85.51,FL
1995-04-01,GA-Atlanta,78.4,GA
1995-04-01,IL-Chicago,81.9,IL
1995-04-01,MA-Boston,68.23,MA
1995-04-01,MI-Detroit,69.82,MI
1995-04-01,MN-Minneapolis,75.07,MN
1995-04-01,NC-Charlotte,81.5,NC
1995-04-01,NV-Las Vegas,87.99,NV
1995-04-01,NY-New York,77.77,NY
1995-04-01,OH-Cleveland,81.89,OH
1995-04-01,OR-Portland,78.06,OR
1995-04-01,TX-Dallas,,TX
1995-04-01,WA-Seattle,71.28,WA
1995-04-01,Composite-10,76.36,Composite
1995-04-01,Composite-20,,Composite
1995-04-01,National-US,80.4,National
1995-05-01,AZ-Phoenix,76.16,AZ
1995-05-01,CA-Los Angeles,74.92,CA
1995-05-01,CA-San Diego,72.62,CA
1995-05-01,CA-San Francisco,67.31,CA
1995-05-01,CO-Denver,69.2,CO
1995-05-01,DC-Washington,88.91,DC
1995-05-01,FL-Miami,86.67,FL
1995-05-01,FL-Tampa,85.74,FL
1995-05-01,GA-Atlanta,78.55,GA
1995-05-01,IL-Chicago,82.13,IL
1995-05-01,MA-Boston,68.79,MA
1995-05-01,MI-Detroit,70.05,MI
1995-05-01,MN-Minneapolis,75.31,MN
1995-05-01,NC-Charlotte,81.89,NC
1995-05-01,NV-Las Vegas,88.04,NV
1995-05-01,NY-New York,78.03,NY
1995-05-01,OH-Cleveland,82.63,OH
1995-05-01,OR-Portland,78.52,OR
1995-05-01,TX-Dallas,,TX
1995-05-01,WA-Seattle,71.88,WA
1995-05-01,Composite-10,76.6,Composite
1995-05-01,Composite-20,,Composite
1995-05-01,National-US,80.72,National
1995-06-01,AZ-Phoenix,76.82,AZ
1995-06-01,CA-Los Angeles,74.88,CA
1995-06-01,CA-San Diego,72.48,CA
1995-06-01,CA-San Francisco,67.5,CA
1995-06-01,CO-Denver,69.63,CO
1995-06-01,DC-Washington,89.06,DC
1995-06-01,FL-Miami,86.98,FL
1995-06-01,FL-Tampa,86.43,FL
1995-06-01,GA-Atlanta,78.76,GA
1995-06-01,IL-Chicago,82.82,IL
1995-06-01,MA-Boston,69.75,MA
1995-06-01,MI-Detroit,70.6,MI
1995-06-01,MN-Minneapolis,75.56,MN
1995-06-01,NC-Charlotte,82.53,NC
1995-06-01,NV-Las Vegas,88.03,NV
1995-06-01,NY-New York,78.58,NY
1995-06-01,OH-Cleveland,83.7,OH
1995-06-01,OR-Portland,79.5,OR
1995-06-01,TX-Dallas,,TX
1995-06-01,WA-Seattle,72.01,WA
1995-06-01,Composite-10,76.94,Composite
1995-06-01,Composite-20,,Composite
1995-06-01,National-US,81.09,National
1995-07-01,AZ-Phoenix,77.26,AZ
1995-07-01,CA-Los Angeles,75.06,CA
1995-07-01,CA-San Diego,72.63,CA
1995-07-01,CA-San Francisco,67.72,CA
1995-07-01,CO-Denver,70.18,CO
1995-07-01,DC-Washington,89.16,DC
1995-07-01,FL-Miami,86.96,FL
1995-07-01,FL-Tampa,86.67,FL
1995-07-01,GA-Atlanta,79.14,GA
1995-07-01,IL-Chicago,83.38,IL
1995-07-01,MA-Boston,70.44,MA
1995-07-01,MI-Detroit,71.15,MI
1995-07-01,MN-Minneapolis,76.05,MN
1995-07-01,NC-Charlotte,83.22,NC
1995-07-01,NV-Las Vegas,88.1,NV
1995-07-01,NY-New York,78.99,NY
1995-07-01,OH-Cleveland,83.71,OH
1995-07-01,OR-Portland,80.25,OR
1995-07-01,TX-Dallas,,TX
1995-07-01,WA-Seattle,72.62,WA
1995-07-01,Composite-10,77.26,Composite
1995-07-01,Composite-20,,Composite
1995-07-01,National-US,81.44,National
1995-08-01,AZ-Phoenix,77.71,AZ
1995-08-01,CA-Los Angeles,75.11,CA
1995-08-01,CA-San Diego,72.72,CA
1995-08-01,CA-San Francisco,67.78,CA
1995-08-01,CO-Denver,70.58,CO
1995-08-01,DC-Washington,89.35,DC
1995-08-01,FL-Miami,87.39,FL
1995-08-01,FL-Tampa,87.12,FL
1995-08-01,GA-Atlanta,79.57,GA
1995-08-01,IL-Chicago,83.79,IL
1995-08-01,MA-Boston,71.04,MA
1995-08-01,MI-Detroit,71.76,MI
1995-08-01,MN-Minneapolis,76.42,MN
1995-08-01,NC-Charlotte,83.83,NC
1995-08-01,NV-Las Vegas,88.6,NV
1995-08-01,NY-New York,79.17,NY
1995-08-01,OH-Cleveland,84.18,OH
1995-08-01,OR-Portland,81.22,OR
1995-08-01,TX-Dallas,,TX
1995-08-01,WA-Seattle,72.88,WA
1995-08-01,Composite-10,77.47,Composite
1995-08-01,Composite-20,,Composite
1995-08-01,National-US,81.68,National
1995-09-01,AZ-Phoenix,77.87,AZ
1995-09-01,CA-Los Angeles,74.87,CA
1995-09-01,CA-San Diego,72.71,CA
1995-09-01,CA-San Francisco,67.76,CA
1995-09-01,CO-Denver,71.02,CO
1995-09-01,DC-Washington,89.32,DC
1995-09-01,FL-Miami,87.37,FL
1995-09-01,FL-Tampa,87.24,FL
1995-09-01,GA-Atlanta,79.9,GA
1995-09-01,IL-Chicago,83.92,IL
1995-09-01,MA-Boston,70.94,MA
1995-09-01,MI-Detroit,72.4,MI
1995-09-01,MN-Minneapolis,76.57,MN
1995-09-01,NC-Charlotte,84.34,NC
1995-09-01,NV-Las Vegas,88.96,NV
1995-09-01,NY-New York,79.17,NY
1995-09-01,OH-Cleveland,84.32,OH
1995-09-01,OR-Portland,81.45,OR
1995-09-01,TX-Dallas,,TX
1995-09-01,WA-Seattle,73.02,WA
1995-09-01,Composite-10,77.43,Composite
1995-09-01,Composite-20,,Composite
1995-09-01,National-US,81.76,National
1995-10-01,AZ-Phoenix,78.15,AZ
1995-10-01,CA-Los Angeles,74.6,CA
1995-10-01,CA-San Diego,72.33,CA
1995-10-01,CA-San Francisco,67.3,CA
1995-10-01,CO-Denver,71.26,CO
1995-10-01,DC-Washington,89.11,DC
1995-10-01,FL-Miami,87.64,FL
1995-10-01,FL-Tampa,87.38,FL
1995-10-01,GA-Atlanta,80.1,GA
1995-10-01,IL-Chicago,83.79,IL
1995-10-01,MA-Boston,70.69,MA
1995-10-01,MI-Detroit,72.75,MI
1995-10-01,MN-Minneapolis,75.92,MN
1995-10-01,NC-Charlotte,84.57,NC
1995-10-01,NV-Las Vegas,89.21,NV
1995-10-01,NY-New York,79.11,NY
1995-10-01,OH-Cleveland,84.66,OH
1995-10-01,OR-Portland,81.92,OR
1995-10-01,TX-Dallas,,TX
1995-10-01,WA-Seattle,73.1,WA
1995-10-01,Composite-10,77.26,Composite
1995-10-01,Composite-20,,Composite
1995-10-01,National-US,81.75,National
1995-11-01,AZ-Phoenix,78.39,AZ
1995-11-01,CA-Los Angeles,74.13,CA
1995-11-01,CA-San Diego,71.79,CA
1995-11-01,CA-San Francisco,66.8,CA
1995-11-01,CO-Denver,71.38,CO
1995-11-01,DC-Washington,88.68,DC
1995-11-01,FL-Miami,87.55,FL
1995-11-01,FL-Tampa,87.41,FL
1995-11-01,GA-Atlanta,80.18,GA
1995-11-01,IL-Chicago,83.97,IL
1995-11-01,MA-Boston,70.19,MA
1995-11-01,MI-Detroit,73.11,MI
1995-11-01,MN-Minneapolis,76.01,MN
1995-11-01,NC-Charlotte,84.69,NC
1995-11-01,NV-Las Vegas,89.15,NV
1995-11-01,NY-New York,78.85,NY
1995-11-01,OH-Cleveland,84.61,OH
1995-11-01,OR-Portland,82.03,OR
1995-11-01,TX-Dallas,,TX
1995-11-01,WA-Seattle,72.92,WA
1995-11-01,Composite-10,76.95,Composite
1995-11-01,Composite-20,,Composite
1995-11-01,National-US,81.66,National
1995-12-01,AZ-Phoenix,78.74,AZ
1995-12-01,CA-Los Angeles,73.6,CA
1995-12-01,CA-San Diego,71.36,CA
1995-12-01,CA-San Francisco,66.43,CA
1995-12-01,CO-Denver,71.5,CO
1995-12-01,DC-Washington,88.44,DC
1995-12-01,FL-Miami,87.69,FL
1995-12-01,FL-Tampa,87.13,FL
1995-12-01,GA-Atlanta,80.38,GA
1995-12-01,IL-Chicago,83.8,IL
1995-12-01,MA-Boston,69.93,MA
1995-12-01,MI-Detroit,73.2,MI
1995-12-01,MN-Minneapolis,76.13,MN
1995-12-01,NC-Charlotte,84.97,NC
1995-12-01,NV-Las Vegas,89.04,NV
1995-12-01,NY-New York,78.7,NY
1995-12-01,OH-Cleveland,84.39,OH
1995-12-01,OR-Portland,82.54,OR
1995-12-01,TX-Dallas,,TX
1995-12-01,WA-Seattle,72.83,WA
1995-12-01,Composite-10,76.68,Composite
1995-12-01,Composite-20,,Composite
1995-12-01,National-US,81.54,National
1996-01-01,AZ-Phoenix,79.1,AZ
1996-01-01,CA-Los Angeles,73.39,CA
1996-01-01,CA-San Diego,71.36,CA
1996-01-01,CA-San Francisco,66.15,CA
1996-01-01,CO-Denver,71.34,CO
1996-01-01,DC-Washington,88.2,DC
1996-01-01,FL-Miami,87.52,FL
1996-01-01,FL-Tampa,87.04,FL
1996-01-01,GA-Atlanta,80.7,GA
1996-01-01,IL-Chicago,83.77,IL
1996-01-01,MA-Boston,70.15,MA
1996-01-01,MI-Detroit,73.33,MI
1996-01-01,MN-Minneapolis,76.22,MN
1996-01-01,NC-Charlotte,85.24,NC
1996-01-01,NV-Las Vegas,88.91,NV
1996-01-01,NY-New York,78.63,NY
1996-01-01,OH-Cleveland,84.14,OH
1996-01-01,OR-Portland,82.8,OR
1996-01-01,TX-Dallas,,TX
1996-01-01,WA-Seattle,72.35,WA
1996-01-01,Composite-10,76.56,Composite
1996-01-01,Composite-20,,Composite
1996-01-01,National-US,81.46,National
1996-02-01,AZ-Phoenix,79.47,AZ
1996-02-01,CA-Los Angeles,73.1,CA
1996-02-01,CA-San Diego,71.39,CA
1996-02-01,CA-San Francisco,65.97,CA
1996-02-01,CO-Denver,71.43,CO
1996-02-01,DC-Washington,87.83,DC
1996-02-01,FL-Miami,87.43,FL
1996-02-01,FL-Tampa,87.08,FL
1996-02-01,GA-Atlanta,80.97,GA
1996-02-01,IL-Chicago,83.31,IL
1996-02-01,MA-Boston,70.08,MA
1996-02-01,MI-Detroit,73.82,MI
1996-02-01,MN-Minneapolis,76.35,MN
1996-02-01,NC-Charlotte,85.68,NC
1996-02-01,NV-Las Vegas,89.25,NV
1996-02-01,NY-New York,78.73,NY
1996-02-01,OH-Cleveland,84.19,OH
1996-02-01,OR-Portland,83.5,OR
1996-02-01,TX-Dallas,,TX
1996-02-01,WA-Seattle,72.45,WA
1996-02-01,Composite-10,76.44,Composite
1996-02-01,Composite-20,,Composite
1996-02-01,National-US,81.43,National
1996-03-01,AZ-Phoenix,79.93,AZ
1996-03-01,CA-Los Angeles,73.07,CA
1996-03-01,CA-San Diego,71.22,CA
1996-03-01,CA-San Francisco,65.92,CA
1996-03-01,CO-Denver,71.9,CO
1996-03-01,DC-Washington,87.8,DC
1996-03-01,FL-Miami,86.73,FL
1996-03-01,FL-Tampa,87.58,FL
1996-03-01,GA-Atlanta,81.1,GA
1996-03-01,IL-Chicago,83.48,IL
1996-03-01,MA-Boston,70.57,MA
1996-03-01,MI-Detroit,74.2,MI
1996-03-01,MN-Minneapolis,76.5,MN
1996-03-01,NC-Charlotte,87.15,NC
1996-03-01,NV-Las Vegas,89.13,NV
1996-03-01,NY-New York,78.9,NY
1996-03-01,OH-Cleveland,84.82,OH
1996-03-01,OR-Portland,84.02,OR
1996-03-01,TX-Dallas,,TX
1996-03-01,WA-Seattle,73.21,WA
1996-03-01,Composite-10,76.49,Composite
1996-03-01,Composite-20,,Composite
1996-03-01,National-US,81.7,National
1996-04-01,AZ-Phoenix,80.39,AZ
1996-04-01,CA-Los Angeles,73.35,CA
1996-04-01,CA-San Diego,71.56,CA
1996-04-01,CA-San Francisco,66.44,CA
1996-04-01,CO-Denver,72.72,CO
1996-04-01,DC-Washington,88.39,DC
1996-04-01,FL-Miami,87.1,FL
1996-04-01,FL-Tampa,87.75,FL
1996-04-01,GA-Atlanta,81.49,GA
1996-04-01,IL-Chicago,84.35,IL
1996-04-01,MA-Boston,70.88,MA
1996-04-01,MI-Detroit,74.99,MI
1996-04-01,MN-Minneapolis,76.54,MN
1996-04-01,NC-Charlotte,87.97,NC
1996-04-01,NV-Las Vegas,89.59,NV
1996-04-01,NY-New York,78.94,NY
1996-04-01,OH-Cleveland,85.96,OH
1996-04-01,OR-Portland,85.18,OR
1996-04-01,TX-Dallas,,TX
1996-04-01,WA-Seattle,73.71,WA
1996-04-01,Composite-10,76.84,Composite
1996-04-01,Composite-20,,Composite
1996-04-01,National-US,82.15,National
1996-05-01,AZ-Phoenix,80.73,AZ
1996-05-01,CA-Los Angeles,73.88,CA
1996-05-01,CA-San Diego,72.05,CA
1996-05-01,CA-San Francisco,67.05,CA
1996-05-01,CO-Denver,73.36,CO
1996-05-01,DC-Washington,88.83,DC
1996-05-01,FL-Miami,87.34,FL
1996-05-01,FL-Tampa,87.79,FL
1996-05-01,GA-Atlanta,81.85,GA
1996-05-01,IL-Chicago,84.88,IL
1996-05-01,MA-Boston,71.52,MA
1996-05-01,MI-Detroit,75.72,MI
1996-05-01,MN-Minneapolis,76.68,MN
1996-05-01,NC-Charlotte,88.78,NC
1996-05-01,NV-Las Vegas,89.77,NV
1996-05-01,NY-New York,79.36,NY
1996-05-01,OH-Cleveland,86.55,OH
1996-05-01,OR-Portland,85.98,OR
1996-05-01,TX-Dallas,,TX
1996-05-01,WA-Seattle,74.25,WA
1996-05-01,Composite-10,77.33,Composite
1996-05-01,Composite-20,,Composite
1996-05-01,National-US,82.63,National
1996-06-01,AZ-Phoenix,81.1,AZ
1996-06-01,CA-Los Angeles,74.52,CA
1996-06-01,CA-San Diego,72.23,CA
1996-06-01,CA-San Francisco,67.67,CA
1996-06-01,CO-Denver,73.58,CO
1996-06-01,DC-Washington,89.19,DC
1996-06-01,FL-Miami,87.61,FL
1996-06-01,FL-Tampa,87.9,FL
1996-06-01,GA-Atlanta,82.26,GA
1996-06-01,IL-Chicago,85.53,IL
1996-06-01,MA-Boston,72.47,MA
1996-06-01,MI-Detroit,76.53,MI
1996-06-01,MN-Minneapolis,77.28,MN
1996-06-01,NC-Charlotte,88.62,NC
1996-06-01,NV-Las Vegas,90.26,NV
1996-06-01,NY-New York,79.52,NY
1996-06-01,OH-Cleveland,87.1,OH
1996-06-01,OR-Portland,86.63,OR
1996-06-01,TX-Dallas,,TX
1996-06-01,WA-Seattle,74.63,WA
1996-06-01,Composite-10,77.78,Composite
1996-06-01,Composite-20,,Composite
1996-06-01,National-US,83.08,National
