year,title,genre,avg_vote
2005,Dr. Rage,"Horror, Thriller",2.6
2005,Choker,"Horror, Action, Sci-Fi",2.6
2005,Popstar,"Comedy, Family, Romance",2.6
2005,Bølle Bob og Smukke Sally,"Family, Musical",2.6
2005,Fair Game,Drama,2.6
2005,Crippled Creek,Horror,2.6
2005,Shapeshifter,Horror,2.6
2005,Veerabhadra,Action,2.6
2005,Lethal,"Action, Drama",2.5
2005,TrashHouse,"Comedy, Horror",2.5
2005,Max und Moritz Reloaded,"Action, Comedy",2.5
2005,Alien Abduction,"Horror, Sci-Fi, Thriller",2.5
2005,Die Zombiejäger,Horror,2.5
2005,Sharlatan,"Action, Comedy, Fantasy",2.5
2005,Alone in the Dark,"Action, Horror, Sci-Fi",2.4
2005,Kamenák 3,Comedy,2.4
2005,King of the Lost World,"Action, Adventure, Fantasy",2.4
2005,Brothers in Arms,Western,2.3
2005,Flirting with Anthony,"Romance, Thriller",2.3
2005,Son of the Mask,"Comedy, Family, Fantasy",2.2
2005,Haunted Boat,"Drama, Horror, Mystery",2.2
2005,The Lost Princess,"Comedy, Family, Fantasy",2.2
2005,The Helix... Loaded,"Action, Adventure, Comedy",2.1
2005,Meat Pie,Comedy,2.1
2005,Grodmin,Drama,2.1
2005,The Vault,Action,1.9
2005,Way of the Vampire,"Action, Horror, Thriller",1.9
2005,Stinger,"Action, Adventure, Comedy",1.9
2005,Circadian Rhythm,"Action, Crime, Drama",1.9
2005,Koi wa go-shichi-go!,Comedy,1.9
2005,Teberik Sanssiz,Comedy,1.8
2005,"Let Us Go and Burn Her Body; Or, The Devil Done Let","Fantasy, Horror, Mystery",1.7
2005,Ride or Die,"Action, Western",1.7
2005,Replica,"Romance, Thriller",1.6
2005,My Big Phat Hip Hop Family,Comedy,1.6
2005,Xuxinha e Guto Contra os Monstros do Espaço,"Animation, Family, Sci-Fi",1.6
2005,The Sobbing Stone,Mystery,1.4
2005,Hu gu po,Horror,1.4
